task_id,title,section,question,table
f_36f7637f269ffd6b043f,List of awards and nominations received by Damages,Primetime Emmy Awards,What did Glenn Close win two Emmy's for?,"[[""Year"", ""Category"", ""Nominee(s)"", ""Episodes(s)"", ""Result"", ""Ref""], [""2008"", ""Outstanding Drama Series"", ""Mark A. Baker, Todd A. Kessler, Glenn Kessler and Daniel Zelman"", ""Mark A. Baker, Todd A. Kessler, Glenn Kessler and Daniel Zelman"", ""Nominated"", ""-""], [""2008"", ""Outstanding Lead Actress in a Drama Series"", ""Glenn Close as Patty Hewes"", ""for \""Get Me a Lawyer\"""", ""Won"", ""-""], [""2008"", ""Outstanding Supporting Actor in a Drama Series"", ""Ted Danson as Arthur Frobisher"", ""for \""Jesus, Mary, and Joe Cocker\"""", ""Nominated"", ""-""], [""2008"", ""Outstanding Supporting Actor in a Drama Series"", ""Željko Ivanek as Ray Fiske"", ""for \""I Hate These People\"""", ""Won"", ""-""], [""2008"", ""Outstanding Directing for a Drama Series"", ""Allen Coulter"", ""for \""Get Me a Lawyer\"""", ""Nominated"", ""-""], [""2008"", ""Outstanding Writing for a Drama Series"", ""Glenn Kessler, Todd A. Kessler, and Daniel Zelman"", ""for \""Get Me a Lawyer\"""", ""Nominated"", ""-""], [""2009"", ""Outstanding Drama Series"", ""Mark A. Baker, Todd A. Kessler, Glenn Kessler, Daniel Zelman, and Aaron Zelman"", ""Mark A. Baker, Todd A. Kessler, Glenn Kessler, Daniel Zelman, and Aaron Zelman"", ""Nominated"", ""-""], [""2009"", ""Outstanding Lead Actress in a Drama Series"", ""Glenn Close as Patty Hewes"", ""for \""Trust Me\"""", ""Won"", ""-""], [""2009"", ""Outstanding Supporting Actor in a Drama Series"", ""William Hurt as Daniel Purcell"", ""for \""Hey! Mr. Pibb!\"""", ""Nominated"", ""-""], [""2009"", ""Outstanding Supporting Actress in a Drama Series"", ""Rose Byrne as Ellen Parsons"", ""for \""Trust Me\"""", ""Nominated"", ""-""], [""2009"", ""Outstanding Guest Actor in a Drama Series"", ""Ted Danson as Arthur Frobisher"", ""for \""They Had to Tweeze That Out of My Kidney\"""", ""Nominated"", ""-""], [""2009"", ""Outstanding Directing for a Drama Series"", ""Todd A. Kessler"", ""for \""Trust Me\"""", ""Nominated"", ""-""], [""2010"", ""Outstanding Lead Actress in a Drama Series"", ""Glenn Close as Patty Hewes"", ""for \""Your Secrets Are Safe\"""", ""Nominated"", ""-""], [""2010"", ""Outstanding Supporting Actor in a Drama Series"", ""Martin Short as Leonard Winstone"", ""for \""You Haven't Replaced Me\"""", ""Nominated"", ""-""], [""2010"", ""Outstanding Supporting Actress in a Drama Series"", ""Rose Byrne as Ellen Parsons"", ""for \""Your Secrets are Safe\"""", ""Nominated"", ""-""], [""2010"", ""Outstanding Guest Actor in a Drama Series"", ""Ted Danson as Arthur Frobisher"", ""for \""The Next One’s Gonna Go in Your Throat\"""", ""Nominated"", ""-""], [""2010"", ""Outstanding Guest Actress in a Drama Series"", ""Lily Tomlin as Marilyn Tobin"", ""for \""Your Secrets are Safe\"""", ""Nominated"", ""-""], [""2012"", ""Outstanding Lead Actress in a Drama Series"", ""Glenn Close as Patty Hewes"", ""for \""I've Done Way Too Much for This Girl\"""", ""Nominated"", ""-""]]"
f_811791cc0a2f5e0daa9b,John Hoeven,Electoral history,"What was the percentage numbers for Hoeven and his opponent, and what was the name and party of his opponent?","[[""Party"", ""Party"", ""Candidate"", ""Votes"", ""%""], [""-"", ""Republican"", ""John Hoeven"", ""181,689"", ""76.08""], [""-"", ""Democratic-NPL"", ""Tracy Potter"", ""52,955"", ""22.17""], [""-"", ""Libertarian"", ""Keith Hanson"", ""3,890"", ""1.63""], [""Total votes"", ""Total votes"", ""Total votes"", ""238,534"", ""100.00""]]"
f_5220f46285b34213fc83,George Tweedy,Honours,How many games did George Tweedy play and were there any interruptions in his career?,"[[""Club"", ""Division"", ""Years"", ""League"", ""League"", ""Cup"", ""Cup"", ""Total"", ""Total""], [""Club"", ""Division"", ""Years"", ""App"", ""Goals"", ""App"", ""Goals"", ""App"", ""Goals""], [""Grimsby Town"", ""Second Division"", ""1932–33"", ""9"", ""0"", ""1"", ""0"", ""10"", ""0""], [""Grimsby Town"", ""Second Division"", ""1933–34"", ""12"", ""0"", ""1"", ""0"", ""13"", ""0""], [""Grimsby Town"", ""First Division"", ""1934–35"", ""42"", ""0"", ""1"", ""0"", ""43"", ""0""], [""Grimsby Town"", ""First Division"", ""1935–36"", ""41"", ""0"", ""6"", ""0"", ""47"", ""0""], [""Grimsby Town"", ""First Division"", ""1936–37"", ""42"", ""0"", ""4"", ""0"", ""46"", ""0""], [""Grimsby Town"", ""First Division"", ""1937–38"", ""40"", ""0"", ""2"", ""0"", ""42"", ""0""], [""Grimsby Town"", ""First Division"", ""1938–39"", ""38"", ""0"", ""6"", ""0"", ""44"", ""0""], [""Grimsby Town"", ""First Division"", ""1939–40"", ""3"", ""0"", ""0"", ""0"", ""3"", ""0""], [""Grimsby Town"", ""World War II"", ""World War II"", ""World War II"", ""World War II"", ""World War II"", ""World War II"", ""World War II"", ""World War II""], [""Grimsby Town"", ""First Division"", ""1946–47"", ""39"", ""0"", ""3"", ""0"", ""42"", ""0""], [""Grimsby Town"", ""First Division"", ""1947–48"", ""36"", ""0"", ""1"", ""0"", ""37"", ""0""], [""Grimsby Town"", ""Second Division"", ""1948–49"", ""15"", ""0"", ""0"", ""0"", ""15"", ""0""], [""Grimsby Town"", ""Second Division"", ""1949–50"", ""1"", ""0"", ""0"", ""0"", ""1"", ""0""], [""Grimsby Town"", ""Retired"", ""Retired"", ""Retired"", ""Retired"", ""Retired"", ""Retired"", ""Retired"", ""Retired""], [""Grimsby Town"", ""Third Division (North)"", ""1951–52"", ""24"", ""0"", ""0"", ""0"", ""24"", ""0""], [""Grimsby Town"", ""Third Division (North)"", ""1952–53"", ""8"", ""0"", ""0"", ""0"", ""8"", ""0""], [""Career Totals"", ""Career Totals"", ""Career Totals"", ""347"", ""0"", ""25"", ""0"", ""372"", ""0""]]"
f_61dbd5f72ba6799db24d,Aundray Bruce,Professional career,How was the performance of Bruce over his 11 season career?,"[[""-"", ""-"", ""-"", ""Interception Stats"", ""Interception Stats"", ""Interception Stats"", ""Defense Stats"", ""Defense Stats"", ""Defense Stats"", ""Defense Stats"", ""Defense Stats"", ""Defense Stats""], [""Year"", ""Team"", ""Games"", ""INTs"", ""Yards"", ""TD"", ""FF"", ""FR"", ""Yards"", ""TD"", ""Sacks"", ""Tackles""], [""1988"", ""Atlanta Falcons"", ""16"", ""2"", ""10"", ""0"", ""2"", ""1"", ""0"", ""0"", ""6.0"", ""70""], [""1989"", ""Atlanta Falcons"", ""16"", ""1"", ""0"", ""0"", ""2"", ""0"", ""0"", ""0"", ""6.0"", ""66""], [""1990"", ""Atlanta Falcons"", ""16"", ""0"", ""0"", ""0"", ""4"", ""0"", ""0"", ""0"", ""4.0"", ""40""], [""1991"", ""Atlanta Falcons"", ""14"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""], [""1992"", ""L.A. Raiders"", ""16"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""3.5"", ""23""], [""1993"", ""L.A. Raiders"", ""16"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""2.0"", ""11""], [""1994"", ""L.A. Raiders"", ""16"", ""0"", ""0"", ""0"", ""0"", ""1"", ""0"", ""0"", ""0"", ""4""], [""1995"", ""Oakland Raiders"", ""14"", ""1"", ""1"", ""1"", ""1"", ""0"", ""0"", ""0"", ""5.5"", ""25""], [""1996"", ""Oakland Raiders"", ""16"", ""0"", ""0"", ""0"", ""0"", ""1"", ""3"", ""0"", ""4.0"", ""17""], [""1997"", ""Oakland Raiders"", ""10"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""1.0"", ""8""], [""1998"", ""Oakland Raiders"", ""1"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0""], [""Total"", ""-"", ""151"", ""4"", ""11"", ""1"", ""9"", ""3"", ""3"", ""0"", ""32.0"", ""264""]]"
f_8d3ccf79d5706aa4187e,Christophe Berra,Club,How many league appearances and years did Berra play at Ipswich and which club did he rejoin in 2017?,"[[""Club"", ""Season"", ""League"", ""League"", ""League"", ""National Cup"", ""National Cup"", ""League Cup"", ""League Cup"", ""Other"", ""Other"", ""Total"", ""Total""], [""Club"", ""Season"", ""Division"", ""Apps"", ""Goals"", ""Apps"", ""Goals"", ""Apps"", ""Goals"", ""Apps"", ""Goals"", ""Apps"", ""Goals""], [""Heart of Midlothian"", ""2003–04"", ""Scottish Premier League"", ""6"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""0"", ""6"", ""0""], [""Heart of Midlothian"", ""2004–05"", ""Scottish Premier League"", ""12"", ""0"", ""1"", ""0"", ""1"", ""0"", ""0"", ""0"", ""14"", ""0""], [""Heart of Midlothian"", ""2005–06"", ""Scottish Premier League"", ""12"", ""1"", ""2"", ""0"", ""2"", ""0"", ""—"", ""—"", ""16"", ""1""], [""Heart of Midlothian"", ""2006–07"", ""Scottish Premier League"", ""35"", ""1"", ""1"", ""0"", ""2"", ""0"", ""6"", ""0"", ""44"", ""1""], [""Heart of Midlothian"", ""2007–08"", ""Scottish Premier League"", ""35"", ""2"", ""2"", ""0"", ""4"", ""1"", ""—"", ""—"", ""41"", ""3""], [""Heart of Midlothian"", ""2008–09"", ""Scottish Premier League"", ""23"", ""0"", ""1"", ""0"", ""1"", ""0"", ""—"", ""—"", ""25"", ""0""], [""Heart of Midlothian"", ""Total"", ""Total"", ""123"", ""4"", ""7"", ""0"", ""10"", ""1"", ""6"", ""0"", ""146"", ""5""], [""Wolverhampton Wanderers"", ""2008–09"", ""Championship"", ""15"", ""0"", ""—"", ""—"", ""15"", ""0"", ""-"", ""-"", ""-"", ""-""], [""Wolverhampton Wanderers"", ""2009–10"", ""Premier League"", ""32"", ""0"", ""2"", ""0"", ""2"", ""0"", ""—"", ""—"", ""36"", ""0""], [""Wolverhampton Wanderers"", ""2010–11"", ""Premier League"", ""32"", ""0"", ""2"", ""0"", ""2"", ""0"", ""—"", ""—"", ""36"", ""0""], [""Wolverhampton Wanderers"", ""2011–12"", ""Premier League"", ""32"", ""0"", ""2"", ""0"", ""1"", ""0"", ""—"", ""—"", ""35"", ""0""], [""Wolverhampton Wanderers"", ""2012–13"", ""Championship"", ""30"", ""0"", ""1"", ""0"", ""1"", ""0"", ""—"", ""—"", ""32"", ""0""], [""Wolverhampton Wanderers"", ""Total"", ""Total"", ""141"", ""0"", ""7"", ""0"", ""6"", ""0"", ""—"", ""—"", ""154"", ""0""], [""Ipswich Town"", ""2013–14"", ""Championship"", ""42"", ""5"", ""2"", ""0"", ""1"", ""0"", ""—"", ""—"", ""45"", ""5""], [""Ipswich Town"", ""2014–15"", ""Championship"", ""45"", ""6"", ""2"", ""0"", ""1"", ""0"", ""2"", ""0"", ""50"", ""6""], [""Ipswich Town"", ""2015–16"", ""Championship"", ""43"", ""1"", ""0"", ""0"", ""1"", ""0"", ""—"", ""—"", ""44"", ""1""], [""Ipswich Town"", ""2016–17"", ""Championship"", ""44"", ""2"", ""2"", ""0"", ""0"", ""0"", ""—"", ""—"", ""46"", ""2""], [""Ipswich Town"", ""Total"", ""Total"", ""174"", ""14"", ""6"", ""0"", ""3"", ""0"", ""2"", ""0"", ""185"", ""14""], [""Heart of Midlothian"", ""2017–18"", ""Scottish Premiership"", ""37"", ""2"", ""3"", ""0"", ""4"", ""1"", ""—"", ""—"", ""44"", ""3""], [""Heart of Midlothian"", ""2018–19"", ""Scottish Premiership"", ""23"", ""0"", ""5"", ""2"", ""4"", ""0"", ""—"", ""—"", ""32"", ""2""], [""Heart of Midlothian"", ""Total"", ""Total"", ""60"", ""2"", ""8"", ""2"", ""8"", ""1"", ""0"", ""0"", ""76"", ""5""], [""Career total"", ""Career total"", ""Career total"", ""499"", ""20"", ""28"", ""2"", ""27"", ""2"", ""8"", ""0"", ""562"", ""24""]]"
f_1547647955a91ce7b7fa,Machine Gun Kelly (rapper),Film,What roles did Machine Gun Kelly play in the movies Bird Box (2018) and The Dirt?,"[[""Year"", ""Title"", ""Role"", ""Notes""], [""2014"", ""Beyond the Lights"", ""Kid Culprit"", ""Credited as Richard Colson Baker""], [""2016"", ""Punk's Dead"", ""Crash"", ""Credited as Richard Colson Baker""], [""2016"", ""Nerve"", ""Ty"", ""-""], [""2016"", ""Viral"", ""CJ"", ""-""], [""2016"", ""The Land"", ""Slick"", ""Also co-executive producer""], [""2018"", ""Bird Box"", ""Felix"", ""-""], [""2019"", ""Big Time Adolescence"", ""Nick"", ""-""], [""2019"", ""Captive State"", ""Jurgis"", ""-""], [""2019"", ""The Dirt"", ""Tommy Lee"", ""-""], [""2019"", ""Untitled Schulman/Joost project"", ""-"", ""Post-production""]]"
f_5baa8b6c9cea3469e5d6,Sanaya Pithawalla,Filmography,In what year and on what show did Sanaya Pithawalla have her debut role?,"[[""Year"", ""Show"", ""Role"", ""Language"", ""Notes"", ""Ref(s)""], [""2015"", ""Warrior High"", ""Siyali Rajput"", ""Hindi"", ""Debut show"", ""-""], [""2015"", ""Emotional Atyachar"", ""-"", ""Hindi"", ""-"", ""-""]]"
f_dc7609da534bb4ec58f7,1911 Middleton by-election,Result,By how many votes did Hewins reduce his majority votes?,"[[""Party"", ""Party"", ""Candidate"", ""Votes"", ""%"", ""±""], [""-"", ""Liberal"", ""Ryland Adkins"", ""6,863"", ""51.5"", ""1.4""], [""-"", ""Liberal Unionist"", ""William Hewins"", ""6,452"", ""48.5"", ""+1.4""], [""Majority"", ""Majority"", ""Majority"", ""411"", ""3.0"", ""2.8""], [""Turnout"", ""Turnout"", ""Turnout"", ""-"", ""86.2"", ""0.6""], [""-"", ""Liberal hold"", ""Liberal hold"", ""Swing"", ""1.4"", ""-""]]"
f_05b0a736a609ddd15d23,Lucie Jones,Stage,What year did Lucie Jones appear in Like Me and which role did she play?,"[[""Year"", ""Title"", ""Role""], [""2010"", ""Les Misérables"", ""Cosette""], [""2011"", ""The Prodigals"", ""Kelly""], [""2013"", ""We Will Rock You"", ""Meat""], [""2013–14"", ""American Psycho"", ""Victoria""], [""2015"", ""Broadway to the Bay"", ""-""], [""2015"", ""Like Me"", ""Emma""], [""2015"", ""Ghost the Musical"", ""Molly""], [""2016"", ""Legally Blonde"", ""Elle Woods""], [""2016"", ""Musicals Unsung"", ""-""], [""2016–17"", ""Rent"", ""Maureen Johnson""], [""2017"", ""The Wedding Singer"", ""Holly""], [""2017–18"", ""Legally Blonde"", ""Elle Woods""], [""2017"", ""A Christmas Carol"", ""Emily/Ghost of Christmas Future""]]"
f_9db7b46c209fd6404e31,Ukraine in the Junior Eurovision Song Contest,Hostings,"what year did Ukraine host the Junior Eurovision Song Contest at Palace ""Ukraine"" in Kiev ?","[[""Year"", ""Location"", ""Venue"", ""Presenters""], [""2009"", ""Kiev"", ""Palace of Sports"", ""Ani Lorak and Timur Miroshnychenko""], [""2013"", ""Kiev"", ""Palace \""Ukraine\"""", ""Zlata Ognevich and Timur Miroshnychenko""]]"
f_1c2f39b45eef633a6f29,Yonas Kinde,Competitions,Who represented refugee athletes at the 2016 Summer Olympics?,"[[""Year"", ""Competition"", ""Venue"", ""Position"", ""Event"", ""Notes""], [""Representing Refugee Athletes"", ""Representing Refugee Athletes"", ""Representing Refugee Athletes"", ""Representing Refugee Athletes"", ""Representing Refugee Athletes"", ""Representing Refugee Athletes""], [""2016"", ""Summer Olympics"", ""Rio de Janeiro, Brazil"", ""90th"", ""Marathon"", ""2:24:08""]]"
f_4b928ef465f52e69508e,Dawid Tomala,Competition record,What Position did David Tomala finish in the 20 kilometers walk at the 2012 Olympic Games in London ?,"[[""Year"", ""Competition"", ""Venue"", ""Position"", ""Event"", ""Notes""], [""Representing Poland"", ""Representing Poland"", ""Representing Poland"", ""Representing Poland"", ""Representing Poland"", ""Representing Poland""], [""2008"", ""World Junior Championships"", ""Bydgoszcz, Poland"", ""8th"", ""10,000 m walk"", ""42:33.60""], [""2009"", ""European Race Walking Cup"", ""Metz, France"", ""16th"", ""20 km walk"", ""1:30:56""], [""2009"", ""European Race Walking Cup"", ""Metz, France"", ""3rd"", ""Team - 20 km"", ""40 pts""], [""2009"", ""European U23 Championships"", ""Kaunas, Lithuania"", ""7th"", ""20 km walk"", ""1:25:26""], [""2010"", ""World Race Walking Cup"", ""Chihuahua, Mexico"", ""36th"", ""20 km walk"", ""1:29:21""], [""2010"", ""European Championships"", ""Barcelona, Spain"", ""19th"", ""20 km walk"", ""1:25:50""], [""2011"", ""European U23 Championships"", ""Ostrava, Czech Republic"", ""1st"", ""20 km walk"", ""1:24:21""], [""2012"", ""World Race Walking Cup"", ""Saransk, Russia"", ""—"", ""20 km walk"", ""DNF""], [""2012"", ""Olympic Games"", ""London, United Kingdom"", ""19th"", ""20 km walk"", ""1:21:55""], [""2013"", ""European Race Walking Cup"", ""Dudince, Slovakia"", ""—"", ""20 km"", ""DNF""], [""2013"", ""World Championships"", ""Moscow, Russia"", ""—"", ""20 km walk"", ""DNF""]]"
f_c7cf16f70f0b2adf4c58,Jim Hinga,Head coaching record,What is Hinga Coaching's record and how many years did he coach?,"[[""Season"", ""Team"", ""Overall"", ""Conference"", ""Standing"", ""Postseason""], [""Indiana State_Muncee Hoosieroons (Indiana Collegiate Conference) (1954–1968)"", ""Indiana State_Muncee Hoosieroons (Indiana Collegiate Conference) (1954–1968)"", ""Indiana State_Muncee Hoosieroons (Indiana Collegiate Conference) (1954–1968)"", ""Indiana State_Muncee Hoosieroons (Indiana Collegiate Conference) (1954–1968)"", ""Indiana State_Muncee Hoosieroons (Indiana Collegiate Conference) (1954–1968)"", ""Indiana State_Muncee Hoosieroons (Indiana Collegiate Conference) (1954–1968)""], [""1954–55"", ""Ball State"", ""8–12"", ""5-7"", ""4th"", ""-""], [""1955–56"", ""Ball State"", ""10–14"", ""2-10"", ""6th"", ""-""], [""1956–57"", ""Ball State"", ""19–8"", ""7–5"", ""2nd"", ""1957 NAIA National Tourney""], [""1957–58"", ""Ball State"", ""13–11"", ""5-7"", ""3rd"", ""-""], [""1958–59"", ""Ball State"", ""7–15"", ""3-9"", ""6th"", ""-""], [""1959–60"", ""Ball State"", ""5-17"", ""2-10"", ""7th"", ""-""], [""1960–61"", ""Ball State"", ""12-11"", ""5-7"", ""5th"", ""-""], [""1961–62"", ""Ball State"", ""12–10"", ""3-9"", ""6th"", ""-""], [""1962–63"", ""Ball State"", ""15–9"", ""6-6"", ""4th"", ""-""], [""1963–64"", ""Ball State"", ""17–8"", ""9–3"", ""2nd"", ""NCAA College Division Tournament""], [""1964–65"", ""Ball State"", ""9-13"", ""5-7"", ""3rd"", ""-""], [""1965–66"", ""Ball State"", ""10–15"", ""4-8"", ""5th"", ""-""], [""1966–67"", ""Ball State"", ""7-14"", ""4-8"", ""6th"", ""-""], [""1967–68"", ""Ball State"", ""10-12"", ""5-7"", ""5th"", ""-""], [""Ball State:"", ""Ball State:"", ""154-169 (.477)"", ""65-103 (.387)"", ""-"", ""-""], [""Total:"", ""Total:"", ""154-169 (.477)"", ""-"", ""-"", ""-""], [""National champion Postseason invitational champion Conference regular season champion Conference regular season and conference tournament champion Division regular season champion Division regular season and conference tournament champion Conference tournament champion"", ""National champion Postseason invitational champion Conference regular season champion Conference regular season and conference tournament champion Division regular season champion Division regular season and conference tournament champion Conference tournament champion"", ""National champion Postseason invitational champion Conference regular season champion Conference regular season and conference tournament champion Division regular season champion Division regular season and conference tournament champion Conference tournament champion"", ""National champion Postseason invitational champion Conference regular season champion Conference regular season and conference tournament champion Division regular season champion Division regular season and conference tournament champion Conference tournament champion"", ""National champion Postseason invitational champion Conference regular season champion Conference regular season and conference tournament champion Division regular season champion Division regular season and conference tournament champion Conference tournament champion"", ""National champion Postseason invitational champion Conference regular season champion Conference regular season and conference tournament champion Division regular season champion Division regular season and conference tournament champion Conference tournament champion""]]"
f_eebd66927cdac475d452,Cricket World Cup awards,Awards summary,Who was Man of the Tournament at the 1999 Cricket World Cup and what were his stats?,"[[""Year"", ""Player"", ""Stats""], [""1992"", ""Martin Crowe"", ""456 runs""], [""1996"", ""Sanath Jayasuriya"", ""221 runs and 7 wickets""], [""1999"", ""Lance Klusener"", ""281 runs and 17 wickets""], [""2003"", ""Sachin Tendulkar"", ""673 runs and 2 wickets""], [""2007"", ""Glenn Mcgrath"", ""26 wickets""], [""2011"", ""Yuvraj Singh"", ""362 Runs and 15 wickets""], [""2015"", ""Mitchell Starc"", ""22 Wickets""]]"
f_5fe95e2874adc971d4c4,List of Polish monarchs,Piast dukes and kings,What roles did Boleslaw II have in Polish Royalty?,"[[""Name"", ""Lifespan"", ""Reign start"", ""Reign end"", ""Notes"", ""Family"", ""Image""], [""Mieszko I of Poland Duke"", ""ca. 940 – 25 May 992"", ""ca. 960"", ""992"", ""Son of Siemomysł First Christian Polish monarch Misico, dux Wandalorum"", ""Piast"", ""-""], [""Bolesław I the Brave Bolesław I the Great Polish: Bolesław I Chrobry (Wielki) King of Poland King"", ""967 – 17 June 1025"", ""Duke: 992 King: 18 April 1025"", ""Duke: 18 April 1025 King: 17 June 1025"", ""Son of Mieszko I and Dobrawa of Bohemia First to be crowned king Regnum Sclavorum, Gothorum sive Polonorum"", ""Piast"", ""-""], [""Mieszko II Lambert King of Poland King"", ""ca. 990 – 10/11 May 1034"", ""1025"", ""1031"", ""Son of Bolesław I and Emnilda of Lusatia"", ""Piast"", ""-""], [""Bezprym Duke"", ""ca. 986–1032"", ""1031"", ""1032"", ""Son of Bolesław I and Judith of Hungary"", ""Piast"", ""-""], [""Otto Bolesławowic Duke"", ""1000–1033"", ""1032"", ""1032"", ""Son of Bolesław I and Emnilda"", ""Piast"", ""-""], [""Dytryk Theoderick Duke"", ""after 992 – after 1032"", ""1032"", ""1032 /1033"", ""Grandson of Mieszko I and Oda of Haldensleben"", ""Piast"", ""-""], [""Mieszko II Lambert Duke"", ""ca. 990 – 10/11 May 1034"", ""1032"", ""1034"", ""Restored"", ""Piast"", ""-""], [""Bolesław the Forgotten Polish: Bolesław Zapomniany Duke"", ""before 1016 – 1038 or 1039"", ""1034"", ""1038 /1039"", ""Semi-legendary, existence disputed"", ""Piast"", ""-""], [""Casimir I the Restorer Polish: Kazimierz I Odnowiciel Duke"", ""25 June 1016 – 28 November 1058 (aged 42)"", ""1039"", ""1058"", ""Son of Mieszko II and Richeza of Lotharingia"", ""Piast"", ""-""], [""Bolesław II the Generous Polish: Bolesław II Szczodry King of Poland King"", ""ca. 1041 or 1042 – 2 or 3 April 1081 or 1082"", ""Duke: 1058 King: 1076"", ""Duke: 1076 King: 1079"", ""Son of Kazimierz I and Maria Dobroniega of Kiev"", ""Piast"", ""-""], [""Władysław I Herman Duke"", ""ca. 1044 – 4 June 1102"", ""1079"", ""1102"", ""Son of Kazimierz I and Maria Dobroniega"", ""Piast"", ""-""], [""Zbigniew Zbygniew Duke"", ""ca. 1073 – 8 July 1113"", ""1102"", ""1107"", ""Son of Władysław I and Przecława of Prawdzic coat of arms (disputed) First jointly with Władysław I 1098-1102"", ""Piast"", ""-""], [""Bolesław III Wrymouth Polish: Bolesław III Krzywousty Duke"", ""20 August 1086 – 28 October 1138 (aged 52)"", ""1107"", ""1138"", ""Son of Władysław I and Judith of Bohemia First jointly with Władysław 1098-1102 Introduced senioral principle"", ""Piast"", ""-""]]"
